,Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales
8894,187: Ride or Die,0.07,0.06,0.0,0.02
8895,Curious George,0.11,0.03,0.0,0.0
8896,Strawberry Shortcake: Game Boy Advance Video Volume 1,0.11,0.04,0.0,0.0
8897,Armored Core: For Answer,0.06,0.01,0.07,0.01
8898,Geist,0.11,0.03,0.0,0.0
8899,eJay Clubworld,0.07,0.06,0.0,0.02
8900,Cardinal Syn,0.08,0.06,0.0,0.01
8901,Charm Girls Club: Pajama Party,0.14,0.0,0.0,0.01
8902,Street Fighter Alpha 3,0.11,0.04,0.0,0.0
8903,The Wizard of Oz: Beyond The Yellow Brick Road,0.13,0.0,0.0,0.01
8904,Mobile Suit Gundam Side Story III: Sabakareshi Mono,0.0,0.0,0.15,0.0
8905,Ridge Racer DS,0.14,0.0,0.0,0.01
8906,Warriors Orochi 3,0.04,0.05,0.04,0.02
8907,Nancy Drew: The White Wolf of Icicle Creek,0.14,0.0,0.0,0.01
8908,Super Street Fighter II,0.0,0.0,0.15,0.0
8909,Metal Gear Solid: Peace Walker HD Edition,0.0,0.0,0.15,0.0
8910,Battle Stadium D.O.N,0.0,0.0,0.15,0.0
8911,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,0.0,0.0,0.14,0.01
8912,Brain Boost: Beta Wave,0.14,0.0,0.0,0.01
8913,Power Pro Kun Pocket 9,0.0,0.0,0.15,0.0
8914,Rubik's World,0.13,0.01,0.0,0.01
8915,Gallop & Ride!,0.14,0.0,0.0,0.01
8916,Shenmue II,0.0,0.0,0.15,0.0
8917,Major League Baseball 2K8,0.07,0.06,0.0,0.02
8918,Capcom Classics Collection,0.11,0.03,0.0,0.01
8919,Fugitive Hunter: War on Terror,0.07,0.06,0.0,0.02
8920,The Incredible Hulk: Ultimate Destruction,0.11,0.03,0.0,0.0
8921,Prince of Persia: The Two Thrones,0.11,0.03,0.0,0.0
8922,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,0.0,0.0,0.15,0.0
8923,Baseball Blast!,0.14,0.0,0.0,0.01
8924,Pac-Man World 3,0.11,0.04,0.0,0.01
8925,The Walking Dead: Season Two,0.1,0.0,0.01,0.03
8926,Harvest Moon: Hero of Leaf Valley,0.07,0.02,0.05,0.02
8927,Phantasy Star Online Episode I & II,0.11,0.03,0.0,0.01
8928,F1 2012,0.01,0.11,0.0,0.03
8929,All-Star Baseball 2005,0.11,0.03,0.0,0.01
8930,Rayman Raving Rabbids,0.13,0.01,0.0,0.01
8931,Kung-Fu: High Impact,0.08,0.06,0.0,0.01
8932,SNK Arcade Classics Vol. 1,0.13,0.0,0.01,0.01
8933,Darkstalkers Chronicle: The Chaos Tower,0.13,0.0,0.0,0.01
8934,NHL 2K10,0.11,0.02,0.0,0.01
8935,Batman Begins,0.11,0.03,0.0,0.0
8936,Toy Story Racer,0.08,0.06,0.0,0.01
8937,Yakuza: Ishin,0.0,0.0,0.15,0.0
8938,F1 2011,0.03,0.08,0.01,0.03
8939,Disney's Donald Duck: Goin' Quackers,0.08,0.06,0.0,0.01
8940,Mobile Suit Gundam: Perfect One Year War,0.0,0.0,0.14,0.01
8941,Galerians,0.08,0.06,0.0,0.01
8942,Crash: Twinsanity,0.11,0.03,0.0,0.01
8943,DrumMania,0.0,0.0,0.15,0.0
8944,Yu-Gi-Oh! Nightmare Troubadour (US sales),0.15,0.0,0.0,0.0
8945,Code:Realize - Sousei no Himegimi,0.09,0.0,0.03,0.03
8946,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,0.0,0.0,0.15,0.0
8947,Deus Ex: Mankind Divided,0.08,0.06,0.0,0.01
8948,Arena Football,0.11,0.03,0.0,0.01
8949,Tamagotchi no Narikiri Channel,0.0,0.0,0.15,0.0
8950,Power Pro Kun Pocket 1+2,0.0,0.0,0.14,0.0
8951,Rayman Origins,0.06,0.08,0.0,0.01
8952,Thor: God of Thunder,0.09,0.04,0.0,0.01
8953,Medal of Honor: Infiltrator,0.11,0.04,0.0,0.0
8954,Risen 2: Dark Waters,0.05,0.08,0.0,0.01
8955,Blazing Dragons,0.08,0.06,0.0,0.01
8956,Geometry Wars: Galaxies,0.13,0.0,0.0,0.01
8957,Super Monkey Ball Deluxe,0.11,0.03,0.0,0.01
8958,Shin Megami Tensei: Devil Summoner - Soul Hackers,0.0,0.0,0.14,0.01
8959,Shin Chan: ¡Aventuras de Cine!,0.0,0.0,0.15,0.0
8960,Alien: Isolation,0.0,0.13,0.0,0.01
8961,High Velocity Bowling,0.13,0.0,0.0,0.01
8962,Tamagotchi Collection,0.0,0.0,0.15,0.0
8963,Pac-Man Party 3D,0.09,0.04,0.0,0.01
8964,"NewU Fitness First Mind Body, Yoga & Pilates Workout",0.12,0.02,0.0,0.01
8965,Backyard Sports: Sandlot Sluggers,0.14,0.0,0.0,0.01
8966,Turbo Prop Racing,0.08,0.06,0.0,0.01
8967,Barbie Superpack: Secret Agent / Groovy Games,0.1,0.04,0.0,0.0
8968,Tom Clancy's Ghost Recon,0.11,0.03,0.0,0.0
8969,Dance Dance Revolution (North America),0.08,0.06,0.0,0.01
8970,Bakugan Battle Brawlers: Defenders of the Core,0.11,0.02,0.0,0.01
8971,Mad Dash Racing,0.11,0.03,0.0,0.01
8972,Dreamworks 2-in-1 Party Pack,0.14,0.0,0.0,0.01
8973,Summon Night 5,0.0,0.0,0.15,0.0
8974,MotoGP 2: Ultimate Racing Technology,0.07,0.06,0.0,0.02
8975,Black * Rock Shooter: The Game,0.0,0.0,0.15,0.0
8976,Travel Games For Dummies,0.13,0.0,0.0,0.01
8977,BMX XXX,0.07,0.06,0.0,0.02
8978,SafeCracker: The Ultimate Puzzle Adventure,0.07,0.06,0.0,0.01
8979,Tiger Woods PGA Tour,0.13,0.0,0.0,0.01
8980,Dragon Ball Z: Idainaru Dragon Ball Densetsu,0.0,0.0,0.15,0.0
8981,Sonic Advance & Sonic Pinball Party Combo Pack,0.1,0.04,0.0,0.0
8982,Boktai: The Sun is in Your Hand,0.1,0.04,0.0,0.0
8983,Cars: Mater-National Championship,0.13,0.0,0.0,0.01
8984,Making History: The Great War,0.0,0.0,0.15,0.0
8985,Drawn to Life Collection,0.14,0.0,0.0,0.01
8986,Guilty Gear X2 #Reload,0.11,0.03,0.0,0.01
8987,Wizardry VII: Gadeia no Houshu,0.0,0.0,0.14,0.01
8988,Dynasty Warriors 8: Xtreme Legends,0.04,0.03,0.05,0.02
8989,Moshi Monsters: Katsuma Unleashed,0.0,0.13,0.0,0.02
8990,Elf: The Movie,0.1,0.04,0.0,0.0
8991,Metal Slug 7,0.13,0.0,0.01,0.01
8992,MLB SlugFest 20-03,0.11,0.03,0.0,0.0
8993,Tamagotchi no Appare! Niji Venture,0.0,0.0,0.14,0.0
8994,Grabbed by the Ghoulies,0.11,0.03,0.0,0.01
8995,Ys: The Oath in Felghana,0.09,0.0,0.04,0.01
8996,Shadow Hearts: From The New World,0.07,0.06,0.0,0.02
8997,Mega Man Powered Up,0.12,0.01,0.0,0.02
8998,CSI: 3 Dimensions of Murder,0.07,0.06,0.0,0.02
8999,Barbarian,0.07,0.06,0.0,0.02
9000,QuickSpot,0.02,0.0,0.13,0.0
9001,Deception IV: Blood Ties,0.03,0.03,0.07,0.02
9002,Tennis no Oji-Sama: Aim at The Victory!,0.0,0.0,0.14,0.0
9003,L.A. Rush,0.11,0.03,0.0,0.01
9004,"Lunar 2: Eternal Blue(sales, but wrong system)",0.0,0.0,0.14,0.0
9005,Where the Wild Things Are,0.13,0.0,0.0,0.01
9006,Pipe Dreams 3D,0.08,0.05,0.0,0.01
9007,Derby Stallion Gold,0.0,0.0,0.14,0.0
9008,Adventure Time: Explore the Dungeon Because I Don't Know!,0.1,0.03,0.0,0.01
9009,Lost Dimension,0.07,0.03,0.02,0.03
9010,Fox Sports Golf '99,0.08,0.05,0.0,0.01
9011,Jurassic: The Hunted,0.07,0.06,0.0,0.02
9012,Power Rangers: Super Legends,0.07,0.06,0.0,0.02
9013,Sakura Wars GB,0.0,0.0,0.14,0.0
9014,Shining Force CD,0.0,0.0,0.14,0.0
9015,Rayman 3,0.1,0.04,0.0,0.0
9016,Fatal Frame,0.07,0.06,0.0,0.02
9017,The Fifth Element,0.08,0.05,0.0,0.01
9018,Kung Fu Panda 2,0.08,0.05,0.0,0.01
9019,Fast Food Panic,0.13,0.0,0.0,0.01
9020,Diner Dash: Flo on the Go,0.13,0.0,0.0,0.01
9021,Adrenalin Misfits,0.12,0.02,0.0,0.01
9022,Okaeri! Chibi-Robo! Happy Richie Oosouji,0.0,0.0,0.14,0.0
9023,Wild ARMs 4,0.07,0.06,0.0,0.02
9024,Haunted House,0.13,0.0,0.0,0.01
9025,Ratatouille,0.11,0.03,0.0,0.0
9026,G.I. Joe: The Rise of Cobra,0.11,0.0,0.0,0.03
9027,Casper: Spirit Dimensions,0.07,0.05,0.0,0.02
9028,Super Robot Taisen OG Saga: Endless Frontier (JP sales),0.0,0.0,0.14,0.0
9029,Sengoku Musou 3 Empires,0.0,0.0,0.14,0.0
9030,Dream Pinball 3D,0.1,0.03,0.0,0.01
9031,Thunder Truck Rally,0.08,0.05,0.0,0.01
9032,Dishonored,0.08,0.05,0.0,0.01
9033,Klonoa: Empire of Dreams,0.1,0.04,0.0,0.0
9034,G.I. Joe: The Rise of Cobra,0.11,0.02,0.0,0.02
9035,Dragon Age: Origins - Ultimate Edition,0.0,0.12,0.0,0.02
9036,Balloon Pop,0.13,0.0,0.0,0.01
9037,Disney Infinity 2.0: Marvel Super Heroes,0.0,0.11,0.0,0.03
9038,Iron & Blood,0.08,0.05,0.0,0.01
9039,Asphalt: Urban GT 2,0.09,0.04,0.0,0.01
9040,Pinball Hall of Fame: The Gottlieb Collection,0.13,0.0,0.0,0.01
9041,Second Sight,0.07,0.05,0.0,0.02
9042,Spider-Man: Edge of Time,0.12,0.01,0.0,0.01
9043,Monster House,0.07,0.05,0.0,0.02
9044,Phantom Brave,0.07,0.05,0.0,0.02
9045,Just Cause,0.1,0.03,0.01,0.01
9046,ArmA II,0.0,0.12,0.0,0.03
9047,Championship Motocross 2001 featuring Ricky Carmichael,0.08,0.05,0.0,0.01
9048,Kenka Banchou 5: Otoko no Housoku,0.0,0.0,0.14,0.0
9049,Legend of the Guardians: The Owls of Ga'Hoole,0.11,0.02,0.0,0.01
9050,Doshin the Giant,0.0,0.0,0.14,0.0
9051,Shrek 2 and Shark Tale 2-in-1 Pack,0.1,0.04,0.0,0.0
9052,Star Ocean: Blue Sphere,0.0,0.0,0.14,0.0
9053,Mojo!,0.07,0.05,0.0,0.02
9054,Destroy All Humans! Big Willy Unleashed,0.13,0.0,0.0,0.01
9055,Age of Empires: Collector's Edition,0.02,0.1,0.0,0.02
9056,Ford Racing Off Road,0.05,0.08,0.0,0.02
9057,Kamen Rider Ryuki,0.0,0.0,0.13,0.01
9058,Front Mission Alternative,0.0,0.0,0.13,0.01
9059,World Championship Poker: Howard Lederer - All In,0.13,0.0,0.0,0.01
9060,FIFA Soccer 2005,0.11,0.03,0.0,0.0
9061,Cave Story 3D,0.09,0.03,0.01,0.01
9062,The Orange Box,0.0,0.11,0.0,0.03
9063,Super Dodgeball Brawlers,0.13,0.0,0.0,0.01
9064,Victorious Boxers: Revolution,0.07,0.0,0.06,0.01
9065,Record of Agarest War 2,0.09,0.0,0.04,0.01
9066,SBK 2011: FIM Superbike World Championship,0.01,0.1,0.0,0.03
9067,Power Stone,0.0,0.0,0.14,0.0
9068,Jonny Moseley Mad Trix,0.07,0.05,0.0,0.02
9069,Monster Lab,0.12,0.01,0.0,0.01
9070,Uta no * Prince-Sama: Repeat,0.0,0.0,0.14,0.0
9071,Senran Kagura Burst: Guren no Sh?jo-tachi,0.0,0.0,0.14,0.0
9072,MTV Music Generator 3: This Is the Remix,0.07,0.05,0.0,0.02
9073,Cake Mania 3,0.13,0.0,0.0,0.01
9074,.hack//Link,0.0,0.0,0.14,0.0
9075,Terminator 3: Rise of the Machines,0.11,0.03,0.0,0.01
9076,Star Wars: Knights of the Old Republic,0.01,0.1,0.0,0.02
9077,SSX On Tour,0.11,0.03,0.0,0.01
9078,NCAA College Basketball 2K3,0.11,0.03,0.0,0.01
9079,Class of Heroes,0.06,0.0,0.08,0.01
9080,Yogi Bear: The Video Game,0.1,0.03,0.0,0.01
9081,Our House Party!,0.13,0.0,0.0,0.01
9082,The Legend of Heroes II: Prophecy of the Moonlight Witch,0.03,0.0,0.11,0.0
9083,Cranium Kabookii,0.13,0.0,0.0,0.01
9084,Hero's Saga Laevatein Tactics,0.13,0.0,0.0,0.01
9085,Doom,0.1,0.04,0.0,0.0
9086,Gundam Breaker 2,0.0,0.0,0.14,0.0
9087,TRINITY: Souls of Zill O'll,0.06,0.03,0.03,0.02
9088,Mary-Kate and Ashley: Winners Circle,0.08,0.05,0.0,0.01
9089,PaRappa The Rapper 2,0.07,0.05,0.0,0.02
9090,Hexyz Force,0.07,0.0,0.06,0.01
9091,OutRun 2,0.11,0.03,0.0,0.01
9092,Okami,0.0,0.0,0.14,0.0
9093,Marvel vs. Capcom 2: New Age of Heroes,0.0,0.0,0.14,0.0
9094,Hitman: Blood Money,0.11,0.03,0.0,0.01
9095,Soukaigi,0.0,0.0,0.13,0.01
9096,Naruto Shippuden: Ninja Destiny 3,0.0,0.01,0.13,0.0
9097,Xevious 3D/G+,0.01,0.01,0.11,0.01
9098,Pipe Mania,0.07,0.05,0.0,0.02
9099,Gretzky NHL 06,0.13,0.0,0.0,0.01
9100,Shonen Jump's Shaman King: Master of Spirits,0.1,0.04,0.0,0.0
9101,PANGYA: Fantasy Golf,0.09,0.0,0.04,0.01
9102,NFL Blitz 20-03,0.11,0.03,0.0,0.01
9103,Sumikko Gurashi: Omise Hajimerundesu,0.0,0.0,0.14,0.0
9104,Pirates: The Legend of Black Kat,0.07,0.05,0.0,0.02
9105,Fur Fighters: Viggo's Revenge,0.07,0.05,0.0,0.02
9106,Krull,0.13,0.01,0.0,0.0
9107,Yu-Gi-Oh! Monster Capture GB,0.0,0.0,0.14,0.0
9108,Risen,0.0,0.11,0.0,0.03
9109,Top Spin 3,0.11,0.02,0.0,0.01
9110,Zapper: One Wicked Cricket!,0.1,0.04,0.0,0.0
9111,The Da Vinci Code,0.07,0.05,0.0,0.02
9112,Watch Dogs,0.08,0.05,0.0,0.01
9113,Mr. Driller: Drill Spirits,0.08,0.0,0.05,0.01
9114,Arctic Tale,0.13,0.0,0.0,0.01
9115,Scooby-Doo! Night of 100 Frights,0.11,0.03,0.0,0.01
9116,MX vs. ATV Reflex,0.13,0.0,0.0,0.01
9117,Anno 1701: Dawn of Discovery,0.07,0.06,0.0,0.02
9118,Chicken Shoot,0.13,0.0,0.0,0.01
9119,Dead to Rights,0.11,0.03,0.0,0.0
9120,Sphinx and the Cursed Mummy,0.11,0.03,0.0,0.0
9121,Cabela's Outdoor Adventures (2009),0.07,0.05,0.0,0.02
9122,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,0.08,0.05,0.0,0.01
9123,Naruto RPG 2: Chidori vs Rasengan,0.0,0.0,0.14,0.0
9124,Destruction Derby Raw,0.08,0.05,0.0,0.01
9125,Project V6,0.0,0.0,0.13,0.01
9126,Farming Simulator 2012,0.0,0.12,0.0,0.02
9127,NFL Head Coach 09,0.13,0.0,0.0,0.01
9128,World Tour Soccer 2003,0.07,0.05,0.0,0.02
9129,Akiba's Trip,0.0,0.0,0.14,0.0
9130,Bravo Air Race,0.08,0.05,0.0,0.01
9131,Onimusha Essentials,0.07,0.05,0.0,0.02
9132,Blazing Angels 2: Secret Missions of WWII,0.11,0.02,0.0,0.01
9133,Gundam: The Battle Master,0.0,0.0,0.13,0.01
9134,Spyro: A Hero's Tail,0.11,0.03,0.0,0.01
9135,¡Shin Chan Flipa en colores!,0.0,0.0,0.14,0.0
9136,Just Cause 3,0.03,0.11,0.0,0.01
9137,Eternal Poison,0.07,0.05,0.0,0.02
9138,Lord of the Rings: Tactics,0.11,0.02,0.0,0.02
9139,X-Blades,0.1,0.02,0.02,0.01
9140,Gretzky NHL 06,0.07,0.05,0.0,0.02
9141,Gungrave: Overdose,0.07,0.05,0.0,0.02
9142,Kidou Senshi Gundam: Shin Gihren no Yabou,0.0,0.0,0.14,0.0
9143,How to Train Your Dragon,0.11,0.02,0.0,0.01
9144,Your Shape: Fitness Evolved 2013,0.06,0.07,0.0,0.01
9145,My Fitness Coach: Club,0.0,0.1,0.0,0.04
9146,NBA ShootOut 2002,0.08,0.05,0.0,0.01
9147,SingStar Vol. 3,0.0,0.11,0.0,0.03
9148,The Granstream Saga,0.08,0.05,0.0,0.01
9149,Scene It? Bright Lights! Big Screen!,0.13,0.0,0.0,0.01
9150,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",0.0,0.0,0.13,0.0
9151,WCW Backstage Assault,0.11,0.03,0.0,0.0
9152,Micro Machines 64 Turbo,0.11,0.03,0.0,0.0
9153,Bassmasters 2000,0.11,0.03,0.0,0.0
9154,Baldur's Gate: Dark Alliance,0.11,0.03,0.0,0.0
9155,Bio FREAKS,0.11,0.03,0.0,0.0
9156,Eternal Eyes,0.08,0.05,0.0,0.01
9157,Injustice: Gods Among Us,0.11,0.01,0.0,0.02
9158,Fate/Unlimited Codes,0.0,0.0,0.14,0.0
9159,Atari's Greatest Hits: Volume 1,0.13,0.0,0.0,0.01
9160,The Operative: No One Lives Forever,0.07,0.05,0.0,0.02
9161,International Cricket 2010,0.0,0.12,0.0,0.02
9162,Epidemic,0.02,0.01,0.1,0.01
9163,Monster House,0.11,0.03,0.0,0.0
9164,Dead or Alive 2,0.0,0.0,0.14,0.0
9165,Buck Fever,0.13,0.0,0.0,0.01
9166,NCAA Basketball Final Four 97,0.08,0.05,0.0,0.01
9167,Ecco the Dolphin: Defender of the Future,0.07,0.05,0.0,0.02
9168,Heroes over Europe,0.1,0.03,0.0,0.01
9169,The Bombing Islands,0.08,0.05,0.0,0.01
9170,Earth Defense Force 2: Invaders from Planet Space,0.0,0.0,0.14,0.0
9171,Bejeweled 3,0.13,0.0,0.0,0.01
9172,Monster Jam,0.13,0.0,0.0,0.01
9173,Robots,0.12,0.01,0.0,0.01
9174,Gyakuten Saiban 2,0.0,0.0,0.14,0.0
9175,Godzilla: Save the Earth,0.1,0.03,0.0,0.0
9176,Skylanders Giants,0.12,0.01,0.0,0.01
9177,Eragon,0.12,0.01,0.0,0.01
9178,Micro Machines,0.07,0.05,0.0,0.02
9179,Detective Barbie: The Mystery Cruise,0.08,0.05,0.0,0.01
9180,Jim Henson's the Muppets: On With the Show!,0.1,0.04,0.0,0.0
9181,Desire,0.0,0.0,0.14,0.0
9182,Valhalla Knights: Eldar Saga,0.1,0.01,0.01,0.01
9183,Lips: I Love The 80s,0.0,0.12,0.0,0.02
9184,Monster Hunter Diary: Poka Poka Airou Village DX,0.0,0.0,0.14,0.0
9185,Frank Thomas Big Hurt Baseball,0.08,0.05,0.0,0.01
9186,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,0.1,0.04,0.0,0.0
9187,Power Pro Kun Pocket 8,0.0,0.0,0.14,0.0
9188,Sid Meier's Pirates!,0.11,0.03,0.0,0.01
9189,Enclave,0.11,0.03,0.0,0.01
9190,Bottom of the 9th,0.08,0.05,0.0,0.01
9191,Pro Yaky? Spirits 2014,0.0,0.0,0.14,0.0
9192,Dino Crisis 3,0.08,0.03,0.03,0.0
9193,Syberia,0.1,0.02,0.0,0.01
9194,Zoobles! Spring to Life!,0.1,0.02,0.0,0.01
9195,NFL Blitz 20-03,0.11,0.03,0.0,0.0
9196,The King of Fighters '94 (CD),0.0,0.0,0.14,0.0
9197,The Walking Dead: Season Two,0.08,0.05,0.0,0.01
9198,Master Jin Jin's IQ Challenge,0.13,0.0,0.0,0.01
9199,The Darkness II,0.1,0.03,0.0,0.01
9200,Create,0.1,0.03,0.0,0.01
9201,Karaoke Revolution Glee: Volume 3,0.13,0.0,0.0,0.01
9202,Barbie Explorer,0.08,0.05,0.0,0.01
9203,Rango: The Video Game,0.08,0.04,0.0,0.01
9204,Disney's Chicken Little,0.1,0.03,0.0,0.0
9205,Power Gig: Rise of the SixString,0.13,0.0,0.0,0.01
9206,Transformers: Prime,0.09,0.03,0.0,0.01
9207,Agile Warrior F-111X,0.08,0.05,0.0,0.01
9208,NCIS,0.1,0.03,0.0,0.01
9209,Jikkyou Powerful Pro Yakyuu Wii,0.0,0.0,0.14,0.0
9210,Reality Fighters,0.06,0.06,0.0,0.03
9211,Dynasty Warriors 7: Empires,0.0,0.0,0.14,0.0
9212,Cabela's African Safari,0.13,0.0,0.0,0.01
9213,Ben 10 Galactic Racing,0.1,0.03,0.0,0.01
9214,College Hoops 2K8,0.13,0.0,0.0,0.01
9215,Super Puzzle Fighter II Turbo,0.08,0.05,0.0,0.01
9216,Ninjatown,0.12,0.0,0.0,0.01
9217,Star Wars: Jedi Power Battles,0.1,0.04,0.0,0.0
9218,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,0.04,0.01,0.08,0.0
9219,Hard Rock Casino,0.12,0.0,0.0,0.01
9220,Space Venus starring Morning Musume,0.0,0.0,0.14,0.0
9221,To Heart,0.0,0.0,0.13,0.01
9222,Wild ARMs XF,0.07,0.0,0.06,0.01
9223,Doukyuusei,0.0,0.0,0.14,0.0
9224,RockMan & Forte,0.0,0.0,0.14,0.0
9225,Persona 4: Arena Ultimax,0.0,0.01,0.13,0.0
9226,NBA 2K13,0.08,0.04,0.0,0.01
9227,Science Papa,0.12,0.01,0.0,0.01
9228,Yu-Gi-Oh! Nightmare Troubadour (JP sales),0.0,0.04,0.1,0.0
9229,MySims Collection,0.13,0.0,0.0,0.01
9230,Cities: Skylines,0.0,0.13,0.0,0.01
9231,Football Manager 2012,0.0,0.1,0.0,0.04
9232,Ape Escape Academy (jp sales),0.0,0.0,0.13,0.0
9233,FIFA 06 Soccer,0.11,0.03,0.0,0.0
9234,Rayman Arena,0.11,0.03,0.0,0.0
9235,PaRappa The Rapper,0.1,0.0,0.02,0.01
9236,4x4 EVO 2,0.11,0.03,0.0,0.0
9237,X-Blades,0.07,0.03,0.02,0.02
9238,Pro Yakyuu Netsu Star 2006,0.0,0.0,0.14,0.0
9239,The History Channel: Civil War - A Nation Divided,0.13,0.0,0.0,0.01
9240,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,0.07,0.0,0.06,0.01
9241,Cyber Sled,0.0,0.0,0.13,0.01
9242,Puyo Puyo!! 20th Anniversary,0.0,0.0,0.14,0.0
9243,Famista Returns,0.0,0.0,0.14,0.0
9244,Bust-A-Move Deluxe,0.13,0.0,0.0,0.01
9245,I Spy: Universe,0.13,0.0,0.0,0.01
9246,Shining Soul,0.03,0.01,0.09,0.0
9247,Littlest Pet Shop: Spring,0.12,0.0,0.0,0.01
9248,The Amazing Race,0.13,0.0,0.0,0.01
9249,Alvin and the Chipmunks,0.12,0.0,0.0,0.01
9250,Far Cry: Primal,0.04,0.09,0.0,0.01
9251,Bejeweled 3,0.13,0.0,0.0,0.01
9252,Need for Speed Underground 2,0.11,0.02,0.0,0.01
9253,Dead Rising 2,0.1,0.02,0.0,0.01
9254,Let's Cheer,0.12,0.0,0.0,0.01
9255,Happy Feet,0.12,0.0,0.0,0.01
9256,In the Hunt,0.03,0.02,0.07,0.01
9257,Daytona USA Championship Circuit Edition,0.0,0.0,0.14,0.0
9258,Major League Baseball 2K8,0.13,0.0,0.0,0.01
9259,Marvel vs. Capcom 2: New Age of Heroes,0.09,0.03,0.01,0.0
9260,SNK vs. Capcom: The Match of the Millennium,0.0,0.02,0.0,0.12
9261,BlazBlue: Chrono Phantasma Extend,0.07,0.03,0.02,0.02
9262,Alone in the Dark: Inferno,0.09,0.03,0.0,0.02
9263,Rogue Warrior,0.11,0.02,0.0,0.01
9264,Singstar: Ultimate Party,0.0,0.12,0.0,0.02
9265,The X-Factor,0.0,0.1,0.0,0.03
9266,Fear Factor: Unleashed,0.1,0.04,0.0,0.0
9267,Avatar: The Last Airbender - The Burning Earth,0.11,0.01,0.0,0.01
9268,Vampire Moon: The Mystery of the Hidden Sun,0.12,0.01,0.0,0.01
9269,Paws & Claws: Pet Vet 2,0.13,0.0,0.0,0.01
9270,G.I. Joe: The Rise of Cobra,0.11,0.01,0.0,0.01
9271,Football Manager 2014,0.0,0.1,0.0,0.04
9272,BIT.TRIP SAGA,0.09,0.04,0.0,0.01
9273,Touch My Katamari,0.08,0.04,0.0,0.02
9274,MotoGP '06,0.11,0.01,0.0,0.01
9275,Houshinengi,0.0,0.0,0.13,0.01
9276,7th Dragon,0.0,0.0,0.14,0.0
9277,Pet Pals: Animal Doctor,0.13,0.0,0.0,0.01
9278,LEGO Island Xtreme Stunts,0.1,0.04,0.0,0.0
9279,Cruise Ship Vacation Games,0.13,0.0,0.0,0.01
9280,Yu-Gi-Oh! GX: Tag Force,0.09,0.03,0.0,0.02
9281,Gourmet Chef: Cook Your Way to Fame,0.13,0.0,0.0,0.01
9282,Learn Math,0.13,0.0,0.0,0.01
9283,Nitrobike,0.11,0.01,0.0,0.01
9284,Magnetica,0.08,0.01,0.03,0.01
9285,World Soccer Winning Eleven 9 Bonus Pack,0.0,0.0,0.14,0.0
9286,UEFA Euro 2004: Portugal,0.07,0.05,0.0,0.02
9287,Hot Wheels: World Race,0.1,0.04,0.0,0.0
9288,MLB 14: The Show,0.11,0.0,0.0,0.02
9289,Dragon Age Origins: Awakening,0.01,0.1,0.0,0.02
9290,Scene It? Bright Lights! Big Screen!,0.12,0.0,0.0,0.01
9291,NBA Jam,0.1,0.03,0.0,0.0
9292,Shining Resonance,0.0,0.0,0.14,0.0
9293,World Tour Soccer 2002,0.07,0.05,0.0,0.02
9294,Interactive Sampler Disc 6,0.08,0.05,0.0,0.01
9295,Let's Play Ballerina,0.13,0.0,0.0,0.01
9296,Wild Earth: African Safari,0.11,0.02,0.0,0.01
9297,Apex,0.1,0.03,0.0,0.0
9298,Kamen Rider Battle: Ganbaride,0.0,0.0,0.14,0.0
9299,Tomb Raider: The Prophecy,0.1,0.04,0.0,0.0
9300,Vampire Night,0.07,0.05,0.0,0.02
9301,Kororinpa: Marble Mania,0.08,0.02,0.03,0.01
9302,Open Season,0.12,0.0,0.0,0.01
9303,Guilty Gear,0.03,0.02,0.07,0.01
9304,Battlefield: Hardline,0.0,0.13,0.0,0.01
9305,Game Party: Champions,0.09,0.03,0.0,0.01
9306,Divinity II: The Dragon Knight Saga,0.11,0.02,0.0,0.01
9307,World Championship Poker 2: Featuring Howard Lederer,0.12,0.0,0.0,0.01
9308,Mary-Kate and Ashley: Crush Course,0.08,0.05,0.0,0.01
9309,NHL Breakaway 98,0.08,0.05,0.0,0.01
9310,Disney's Cinderella: Magical Dreams,0.1,0.04,0.0,0.0
9311,Top Shot Arcade,0.13,0.0,0.0,0.01
9312,Imagine: Fashion Stylist,0.13,0.0,0.0,0.01
9313,Pro Evolution Soccer 2015,0.02,0.1,0.0,0.01
9314,Red Orchestra 2: Heroes of Stalingrad,0.04,0.07,0.0,0.02
9315,Tiger Woods PGA Tour 2005,0.1,0.03,0.0,0.0
9316,Deepak Chopra's Leela,0.11,0.01,0.0,0.01
9317,Tom Clancy's Ghost Recon,0.11,0.01,0.0,0.01
9318,007: Quantum of Solace,0.11,0.01,0.0,0.01
9319,Salt Lake 2002,0.07,0.05,0.0,0.02
9320,ESPN MLB Baseball,0.1,0.03,0.0,0.0
9321,NCIS,0.08,0.04,0.0,0.01
9322,Little League World Series Baseball 2009,0.13,0.0,0.0,0.01
9323,Gladius,0.1,0.03,0.0,0.0
9324,Legends of Wrestling,0.1,0.03,0.0,0.0
